driver_id,driver_name,city,total_rides,total_earnings,avg_fare_per_ride,total_hours_online,rides_per_hour
D1335,Driver_1335,Chennai,9,630.89,70.1,,
D1628,Driver_1628,Bangalore,44,4648.0,105.64,341.0,0.13
D2348,Driver_2348,Delhi,33,1975.2,59.85,286.0,0.12
D4585,Driver_4585,Mumbai,20,2188.8,109.44,145.0,0.14
D1753,Driver_1753,Hyderabad,45,2722.71,60.5,270.0,0.17
D3182,Driver_3182,Hyderabad,28,1954.04,69.79,266.0,0.11
D3517,Driver_3517,Mumbai,18,1302.75,72.38,138.0,0.13
D1224,Driver_1224,Bangalore,20,2633.9,131.7,80.0,0.25
D4852,Driver_4852,Hyderabad,36,2505.0,69.58,315.0,0.11
D2539,Driver_2539,Mumbai,38,3688.8,97.07,361.0,0.11
D1711,Driver_1711,Bangalore,8,872.53,109.07,48.0,0.17
D3544,Driver_3544,Mumbai,36,3636.45,101.01,252.0,0.14
D505,Driver_505,Delhi,9,375.3,41.7,99.0,0.09
D2327,Driver_2327,Mumbai,8,612.48,76.56,32.0,0.25
D285,Driver_285,Delhi,20,1381.8,69.09,180.0,0.11
D3471,Driver_3471,Bangalore,33,3498.15,106.0,165.0,0.2
D2425,Driver_2425,Delhi,16,344.2,21.51,88.0,0.18
D498,Driver_498,Chennai,33,3956.16,119.88,341.0,0.1
D3179,Driver_3179,Chennai,48,6230.46,129.8,384.0,0.13
D3926,Driver_3926,Chennai,7,812.5,116.07,56.0,0.13
D174,Driver_174,Mumbai,25,3057.75,122.31,185.0,0.14
D4996,Driver_4996,Mumbai,9,404.85,44.98,,
D3670,Driver_3670,Mumbai,52,3597.6,69.18,351.0,0.15
D1703,Driver_1703,Bangalore,15,1600.2,106.68,115.0,0.13
D2883,Driver_2883,Delhi,32,1544.0,48.25,208.0,0.15
D2925,Driver_2925,Delhi,48,2682.0,55.88,360.0,0.13
D3298,Driver_3298,Mumbai,14,1168.8,83.49,91.0,0.15
D1973,Driver_1973,Chennai,30,3021.98,100.73,135.0,0.22
D3665,Driver_3665,Hyderabad,42,3482.58,82.92,343.0,0.12
D326,Driver_326,Bangalore,50,6349.7,126.99,360.0,0.14
D137,Driver_137,Bangalore,56,8786.82,156.91,408.0,0.14
D42,Driver_42,Chennai,22,3709.14,168.6,187.0,0.12
D344,Driver_344,Bangalore,63,10548.0,167.43,476.0,0.13
D3010,Driver_3010,Delhi,72,2374.8,32.98,516.0,0.14
D4877,Driver_4877,Bangalore,78,13351.92,171.18,546.0,0.14
D3449,Driver_3449,Chennai,16,2000.96,125.06,112.0,0.14
D1458,Driver_1458,Mumbai,16,1144.56,71.54,120.0,0.13
D300,Driver_300,Chennai,33,4078.32,123.59,176.0,0.19
D1007,Driver_1007,Mumbai,13,1249.68,96.13,,
D1440,Driver_1440,Chennai,28,4242.32,151.51,224.0,0.13
D3982,Driver_3982,Hyderabad,26,2526.18,97.16,221.0,0.12
D1236,Driver_1236,Chennai,9,1151.44,127.94,45.0,0.2
D429,Driver_429,Hyderabad,30,3021.24,100.71,150.0,0.2
D3371,Driver_3371,Bangalore,32,5916.8,184.9,252.0,0.13
D1070,Driver_1070,Delhi,42,1255.8,29.9,280.0,0.15
D4591,Driver_4591,Mumbai,22,2057.76,93.53,143.0,0.15
D506,Driver_506,Mumbai,33,1851.3,56.1,264.0,0.13
D49,Driver_49,Chennai,9,1288.87,143.21,,
D4317,Driver_4317,Bangalore,52,7116.8,136.86,442.0,0.12
D1510,Driver_1510,Bangalore,24,3655.68,152.32,224.0,0.11
D3606,Driver_3606,Delhi,20,875.4,43.77,180.0,0.11
D1523,Driver_1523,Chennai,28,3933.12,140.47,140.0,0.2
D3223,Driver_3223,Mumbai,8,720.15,90.02,80.0,0.1
D1149,Driver_1149,Delhi,20,1367.6,68.38,190.0,0.11
D803,Driver_803,Delhi,27,1345.8,49.84,198.0,0.14
D2325,Driver_2325,Chennai,18,2611.98,145.11,168.0,0.11
D4911,Driver_4911,Chennai,22,2349.28,106.79,187.0,0.12
D3336,Driver_3336,Delhi,22,1227.2,55.78,165.0,0.13
D190,Driver_190,Mumbai,24,1055.28,43.97,228.0,0.11
D2052,Driver_2052,Chennai,60,5934.76,98.91,450.0,0.13
D2595,Driver_2595,Delhi,16,903.8,56.49,80.0,0.2
D1085,Driver_1085,Chennai,36,4569.84,126.94,324.0,0.11
D379,Driver_379,Bangalore,39,6064.62,155.5,364.0,0.11
D1690,Driver_1690,Hyderabad,12,1675.17,139.6,60.0,0.2
D759,Driver_759,Hyderabad,36,2810.16,78.06,279.0,0.13
D4707,Driver_4707,Hyderabad,21,1833.36,87.3,161.0,0.13
D1406,Driver_1406,Hyderabad,56,4743.28,84.7,560.0,0.1
D2375,Driver_2375,Mumbai,32,1641.36,51.29,256.0,0.13
D1375,Driver_1375,Mumbai,96,9813.6,102.23,752.0,0.13
D1220,Driver_1220,Bangalore,36,5631.28,156.42,243.0,0.15
D3497,Driver_3497,Bangalore,16,1522.86,95.18,72.0,0.22
D269,Driver_269,Bangalore,24,2648.0,110.33,132.0,0.18
D2897,Driver_2897,Delhi,8,413.4,51.68,48.0,0.17
D1668,Driver_1668,Bangalore,11,1069.75,97.25,66.0,0.17
D2990,Driver_2990,Bangalore,45,7477.25,166.16,333.0,0.14
D2765,Driver_2765,Chennai,27,3426.15,126.89,225.0,0.12
D195,Driver_195,Bangalore,11,1902.6,172.96,88.0,0.13
D3728,Driver_3728,Bangalore,16,2402.8,150.18,112.0,0.14
D1810,Driver_1810,Mumbai,30,3509.1,116.97,270.0,0.11
D1741,Driver_1741,Delhi,56,1784.3,31.86,448.0,0.13
D1574,Driver_1574,Delhi,20,1286.74,64.34,150.0,0.13
D2008,Driver_2008,Chennai,8,946.77,118.35,,
D836,Driver_836,Mumbai,42,3990.6,95.01,266.0,0.16
D244,Driver_244,Hyderabad,54,6381.48,118.18,495.0,0.11
D4572,Driver_4572,Mumbai,8,623.1,77.89,56.0,0.14
D2034,Driver_2034,Mumbai,22,1647.6,74.89,176.0,0.13
D2178,Driver_2178,Bangalore,32,5473.68,171.05,160.0,0.2
D2114,Driver_2114,Chennai,33,3312.27,100.37,253.0,0.13
D4330,Driver_4330,Bangalore,13,1945.69,149.67,52.0,0.25
D2067,Driver_2067,Bangalore,11,1723.73,156.7,66.0,0.17
D4109,Driver_4109,Bangalore,14,1597.54,114.11,126.0,0.11
D2290,Driver_2290,Hyderabad,10,1027.47,102.75,90.0,0.11
D2235,Driver_2235,Hyderabad,117,7276.23,62.19,897.0,0.13
D3533,Driver_3533,Hyderabad,36,2545.04,70.7,261.0,0.14
D1000,Driver_1000,Hyderabad,40,2636.28,65.91,320.0,0.13
D1202,Driver_1202,Bangalore,30,3761.79,125.39,210.0,0.14
D807,Driver_807,Hyderabad,6,335.34,55.89,36.0,0.17
D111,Driver_111,Bangalore,9,903.95,100.44,36.0,0.25
D3666,Driver_3666,Mumbai,66,4356.72,66.01,429.0,0.15
D633,Driver_633,Delhi,60,2814.5,46.91,480.0,0.13
D2689,Driver_2689,Mumbai,44,2860.8,65.02,352.0,0.13
D1570,Driver_1570,Hyderabad,22,2151.52,97.8,176.0,0.13
D2004,Driver_2004,Delhi,11,204.9,18.63,110.0,0.1
D3388,Driver_3388,Chennai,40,5965.36,149.13,250.0,0.16
D4178,Driver_4178,Mumbai,6,443.85,73.98,30.0,0.2
D4294,Driver_4294,Mumbai,40,1989.6,49.74,340.0,0.12
D1942,Driver_1942,Delhi,21,763.5,36.36,147.0,0.14
D4167,Driver_4167,Chennai,30,4487.52,149.58,280.0,0.11
D2956,Driver_2956,Bangalore,52,6177.36,118.8,273.0,0.19
D287,Driver_287,Delhi,10,345.6,34.56,70.0,0.14
D936,Driver_936,Delhi,48,2736.0,57.0,496.0,0.1
D3387,Driver_3387,Delhi,36,1899.3,52.76,312.0,0.12
D3886,Driver_3886,Chennai,24,2806.77,116.95,152.0,0.16
D1798,Driver_1798,Mumbai,9,527.64,58.63,99.0,0.09
D2853,Driver_2853,Hyderabad,24,1536.64,64.03,156.0,0.15
D4269,Driver_4269,Chennai,7,568.58,81.23,77.0,0.09
D2564,Driver_2564,Hyderabad,7,476.68,68.1,56.0,0.13
D1839,Driver_1839,Hyderabad,16,646.08,40.38,104.0,0.15
D1818,Driver_1818,Delhi,55,3229.0,58.71,363.0,0.15
D1409,Driver_1409,Mumbai,48,3858.6,80.39,432.0,0.11
D4721,Driver_4721,Bangalore,30,4529.22,150.97,230.0,0.13
D2927,Driver_2927,Delhi,22,1793.74,81.53,176.0,0.13
D4390,Driver_4390,Hyderabad,60,5311.75,88.53,444.0,0.14
D1627,Driver_1627,Mumbai,16,1398.6,87.41,88.0,0.18
D2515,Driver_2515,Delhi,55,2637.0,47.95,407.0,0.14
D3283,Driver_3283,Bangalore,24,2586.81,107.78,168.0,0.14
D47,Driver_47,Chennai,66,9880.92,149.71,451.0,0.15
D4031,Driver_4031,Chennai,30,4863.27,162.11,210.0,0.14
D1961,Driver_1961,Mumbai,18,1617.3,89.85,144.0,0.13
D751,Driver_751,Mumbai,16,1094.64,68.42,152.0,0.11
D2599,Driver_2599,Chennai,20,2983.22,149.16,150.0,0.13
D208,Driver_208,Hyderabad,30,1735.4,57.85,234.0,0.13
D3261,Driver_3261,Mumbai,55,2922.6,53.14,506.0,0.11
D2906,Driver_2906,Mumbai,84,6068.7,72.25,644.0,0.13
D1259,Driver_1259,Chennai,30,3623.97,120.8,230.0,0.13
D3032,Driver_3032,Chennai,40,3297.45,82.44,320.0,0.13
D4255,Driver_4255,Bangalore,48,4928.08,102.67,324.0,0.15
D1519,Driver_1519,Chennai,30,2334.21,77.81,280.0,0.11
D3271,Driver_3271,Mumbai,68,4208.16,61.88,493.0,0.14
D1692,Driver_1692,Hyderabad,13,1034.66,79.59,78.0,0.17
D993,Driver_993,Hyderabad,84,4870.18,57.98,660.0,0.13
D1788,Driver_1788,Hyderabad,16,1211.66,75.73,96.0,0.17
D4698,Driver_4698,Delhi,7,181.4,25.91,49.0,0.14
D1980,Driver_1980,Bangalore,10,1489.04,148.9,40.0,0.25
D2301,Driver_2301,Chennai,12,1411.46,117.62,72.0,0.17
D4467,Driver_4467,Chennai,65,6046.85,93.03,442.0,0.15
D4603,Driver_4603,Hyderabad,33,2730.33,82.74,341.0,0.1
D3590,Driver_3590,Mumbai,20,2062.5,103.13,170.0,0.12
D3628,Driver_3628,Hyderabad,60,7072.45,117.87,504.0,0.12
D490,Driver_490,Chennai,10,1180.28,118.03,80.0,0.13
D2653,Driver_2653,Chennai,50,5624.1,112.48,420.0,0.12
D1216,Driver_1216,Chennai,72,10143.9,140.89,564.0,0.13
D4311,Driver_4311,Bangalore,44,5735.6,130.35,319.0,0.14
D2770,Driver_2770,Chennai,21,3176.28,151.25,161.0,0.13
D592,Driver_592,Hyderabad,44,2980.32,67.73,275.0,0.16
D3502,Driver_3502,Mumbai,30,1056.6,35.22,190.0,0.16
D2138,Driver_2138,Delhi,8,381.5,47.69,48.0,0.17
D1712,Driver_1712,Bangalore,75,10305.05,137.4,540.0,0.14
D3093,Driver_3093,Bangalore,16,3017.92,188.62,96.0,0.17
D388,Driver_388,Hyderabad,13,1416.51,108.96,,
D3263,Driver_3263,Bangalore,24,3025.04,126.04,156.0,0.15
D530,Driver_530,Bangalore,12,1664.0,138.67,72.0,0.17
D814,Driver_814,Chennai,14,1571.44,112.25,126.0,0.11
D2145,Driver_2145,Mumbai,24,1899.3,79.14,180.0,0.13
D1264,Driver_1264,Chennai,40,5896.9,147.42,320.0,0.13
D2986,Driver_2986,Hyderabad,11,966.87,87.9,55.0,0.2
D2669,Driver_2669,Delhi,13,644.9,49.61,65.0,0.2
D4134,Driver_4134,Bangalore,48,7437.68,154.95,408.0,0.12
D1887,Driver_1887,Delhi,48,2486.8,51.81,396.0,0.12
D4993,Driver_4993,Bangalore,28,4626.8,165.24,203.0,0.14
D4045,Driver_4045,Hyderabad,39,2061.0,52.85,247.0,0.16
D2570,Driver_2570,Mumbai,60,5724.48,95.41,405.0,0.15
D4870,Driver_4870,Hyderabad,11,1188.28,108.03,,
D461,Driver_461,Hyderabad,20,1447.16,72.36,80.0,0.25
D1503,Driver_1503,Mumbai,55,2589.0,47.07,385.0,0.14
D2514,Driver_2514,Chennai,14,2005.8,143.27,70.0,0.2
D2137,Driver_2137,Chennai,26,2625.18,100.97,273.0,0.1
D2815,Driver_2815,Hyderabad,6,586.16,97.69,42.0,0.14
D2533,Driver_2533,Bangalore,50,6801.15,136.02,290.0,0.17
D3828,Driver_3828,Mumbai,36,2506.05,69.61,240.0,0.15
D833,Driver_833,Delhi,12,624.8,52.07,102.0,0.12
D4443,Driver_4443,Hyderabad,11,992.1,90.19,88.0,0.13
D886,Driver_886,Mumbai,36,1492.5,41.46,216.0,0.17
D3346,Driver_3346,Bangalore,30,3256.66,108.56,165.0,0.18
D1789,Driver_1789,Delhi,27,449.7,16.66,162.0,0.17
D2601,Driver_2601,Bangalore,54,7362.72,136.35,324.0,0.17
D377,Driver_377,Chennai,48,6618.72,137.89,348.0,0.14
D4032,Driver_4032,Chennai,72,8110.08,112.64,549.0,0.13
D2938,Driver_2938,Chennai,7,799.79,114.26,49.0,0.14
D1062,Driver_1062,Bangalore,50,4966.25,99.33,360.0,0.14
D4530,Driver_4530,Delhi,22,1241.2,56.42,110.0,0.2
D1083,Driver_1083,Hyderabad,18,1236.09,68.67,144.0,0.13
D3597,Driver_3597,Delhi,16,1034.0,64.63,128.0,0.13
D2041,Driver_2041,Delhi,16,973.96,60.87,128.0,0.13
D4410,Driver_4410,Hyderabad,48,4788.51,99.76,416.0,0.12
D4913,Driver_4913,Chennai,14,750.88,53.63,84.0,0.17
D243,Driver_243,Mumbai,33,1169.64,35.44,187.0,0.18
D3131,Driver_3131,Chennai,15,1661.66,110.78,135.0,0.11
D668,Driver_668,Hyderabad,24,1311.03,54.63,256.0,0.09
D206,Driver_206,Bangalore,9,1296.82,144.09,90.0,0.1
D3244,Driver_3244,Mumbai,6,402.96,67.16,30.0,0.2
D473,Driver_473,Delhi,70,3334.1,47.63,470.0,0.15
D3389,Driver_3389,Chennai,20,2128.36,106.42,190.0,0.11
D2473,Driver_2473,Delhi,26,1521.8,58.53,234.0,0.11
D915,Driver_915,Hyderabad,10,798.55,79.86,90.0,0.11
D912,Driver_912,Delhi,49,3317.3,67.7,357.0,0.14
D4156,Driver_4156,Chennai,18,1549.88,86.1,180.0,0.1
D3028,Driver_3028,Chennai,48,6898.12,143.71,324.0,0.15
D3406,Driver_3406,Bangalore,78,12980.88,166.42,650.0,0.12
D1462,Driver_1462,Mumbai,54,5391.0,99.83,378.0,0.14
D1933,Driver_1933,Mumbai,72,4724.64,65.62,456.0,0.16
D1144,Driver_1144,Hyderabad,42,3761.8,89.57,336.0,0.13
D3789,Driver_3789,Chennai,60,6278.0,104.63,480.0,0.13
D4260,Driver_4260,Mumbai,33,2105.55,63.8,286.0,0.12
D3999,Driver_3999,Mumbai,9,789.6,87.73,,
D4857,Driver_4857,Chennai,44,4604.48,104.65,440.0,0.1
D1588,Driver_1588,Delhi,36,1364.8,37.91,270.0,0.13
D3868,Driver_3868,Mumbai,27,2593.08,96.04,207.0,0.13
D4012,Driver_4012,Hyderabad,4,704.41,176.1,44.0,0.09
D1053,Driver_1053,Delhi,9,243.7,27.08,36.0,0.25
D3981,Driver_3981,Bangalore,72,8743.86,121.44,592.0,0.12
D1508,Driver_1508,Delhi,24,1058.0,44.08,204.0,0.12
D1722,Driver_1722,Bangalore,26,3322.88,127.8,260.0,0.1
D451,Driver_451,Bangalore,9,1358.36,150.93,45.0,0.2
D3860,Driver_3860,Chennai,27,4615.38,170.94,216.0,0.13
D1054,Driver_1054,Chennai,63,9172.24,145.59,567.0,0.11
D466,Driver_466,Bangalore,28,4917.92,175.64,175.0,0.16
D2377,Driver_2377,Hyderabad,16,1769.3,110.58,168.0,0.1
D2555,Driver_2555,Hyderabad,56,5937.48,106.03,406.0,0.14
D394,Driver_394,Delhi,54,2461.2,45.58,378.0,0.14
D2014,Driver_2014,Bangalore,48,7450.28,155.21,408.0,0.12
D2414,Driver_2414,Hyderabad,22,1535.02,69.77,154.0,0.14
D647,Driver_647,Delhi,33,673.8,20.42,209.0,0.16
D4230,Driver_4230,Mumbai,10,799.35,79.94,,
D607,Driver_607,Delhi,18,937.4,52.08,108.0,0.17
D4947,Driver_4947,Mumbai,24,2178.9,90.79,200.0,0.12
D4126,Driver_4126,Mumbai,22,1305.0,59.32,176.0,0.13
D357,Driver_357,Delhi,36,1742.4,48.4,240.0,0.15
D323,Driver_323,Hyderabad,12,949.92,79.16,108.0,0.11
D2636,Driver_2636,Bangalore,16,2513.78,157.11,128.0,0.13
D2428,Driver_2428,Hyderabad,24,2516.49,104.85,112.0,0.21
D3247,Driver_3247,Delhi,27,1650.0,61.11,153.0,0.18
D3582,Driver_3582,Mumbai,22,1773.84,80.63,176.0,0.13
D4745,Driver_4745,Chennai,12,1533.11,127.76,132.0,0.09
D864,Driver_864,Delhi,24,1838.4,76.6,192.0,0.13
D788,Driver_788,Chennai,27,4622.43,171.2,135.0,0.2
D3747,Driver_3747,Bangalore,66,8299.2,125.75,517.0,0.13
D2349,Driver_2349,Hyderabad,12,733.81,61.15,108.0,0.11
D2154,Driver_2154,Chennai,20,1784.14,89.21,150.0,0.13
D4490,Driver_4490,Delhi,36,1568.1,43.56,264.0,0.14
D3580,Driver_3580,Hyderabad,11,744.28,67.66,,
D3184,Driver_3184,Mumbai,55,3543.0,64.42,429.0,0.13
D2124,Driver_2124,Delhi,22,582.8,26.49,165.0,0.13
D4246,Driver_4246,Bangalore,55,6744.5,122.63,374.0,0.15
D305,Driver_305,Chennai,72,8463.36,117.55,558.0,0.13
D493,Driver_493,Chennai,22,2516.16,114.37,132.0,0.17
D2650,Driver_2650,Hyderabad,24,1642.9,68.45,156.0,0.15
D2069,Driver_2069,Hyderabad,27,3365.13,124.63,225.0,0.12
D3414,Driver_3414,Hyderabad,12,598.22,49.85,48.0,0.25
D1383,Driver_1383,Chennai,7,1280.65,182.95,63.0,0.11
D2974,Driver_2974,Delhi,48,2939.4,61.24,384.0,0.13
D1422,Driver_1422,Delhi,54,949.8,17.59,351.0,0.15
D577,Driver_577,Delhi,11,574.1,52.19,77.0,0.14
D365,Driver_365,Bangalore,36,4664.16,129.56,279.0,0.13
D4344,Driver_4344,Bangalore,63,7159.6,113.64,450.0,0.14
D1166,Driver_1166,Delhi,34,1801.2,52.98,272.0,0.13
D2673,Driver_2673,Hyderabad,60,4041.9,67.37,348.0,0.17
D1835,Driver_1835,Mumbai,14,1069.2,76.37,63.0,0.22
D651,Driver_651,Bangalore,18,3272.7,181.82,171.0,0.11
D2745,Driver_2745,Delhi,56,3194.8,57.05,392.0,0.14
D4935,Driver_4935,Hyderabad,12,1047.78,87.32,72.0,0.17
D2500,Driver_2500,Hyderabad,15,1325.49,88.37,135.0,0.11
D4242,Driver_4242,Delhi,99,8688.42,87.76,770.0,0.13
D4790,Driver_4790,Hyderabad,70,5838.65,83.41,420.0,0.17
D3667,Driver_3667,Bangalore,39,6086.7,156.07,338.0,0.12
D4772,Driver_4772,Delhi,40,1998.4,49.96,340.0,0.12
D1994,Driver_1994,Delhi,6,576.4,96.07,48.0,0.13
D4360,Driver_4360,Bangalore,40,6951.1,173.78,232.0,0.17
D2928,Driver_2928,Delhi,20,999.2,49.96,150.0,0.13
D1344,Driver_1344,Delhi,68,4419.6,64.99,408.0,0.17
D3854,Driver_3854,Chennai,8,953.76,119.22,,
D1324,Driver_1324,Delhi,27,1449.3,53.68,144.0,0.19
D784,Driver_784,Mumbai,51,3516.48,68.95,561.0,0.09
D1796,Driver_1796,Mumbai,44,2880.96,65.48,297.0,0.15
D4706,Driver_4706,Chennai,70,9400.6,134.29,490.0,0.14
D4355,Driver_4355,Hyderabad,40,3283.36,82.08,290.0,0.14
D648,Driver_648,Hyderabad,24,2499.48,104.15,208.0,0.12
D3657,Driver_3657,Bangalore,13,1809.47,139.19,143.0,0.09
D1617,Driver_1617,Delhi,20,975.4,48.77,160.0,0.13
D4183,Driver_4183,Hyderabad,7,574.32,82.05,,
D1731,Driver_1731,Chennai,36,4242.63,117.85,312.0,0.12
D722,Driver_722,Chennai,45,6636.7,147.48,369.0,0.12
D2568,Driver_2568,Bangalore,12,1565.0,130.42,84.0,0.14
D4231,Driver_4231,Chennai,27,3134.01,116.07,189.0,0.14
D1113,Driver_1113,Chennai,5,149.24,29.85,55.0,0.09
D1288,Driver_1288,Bangalore,9,1588.33,176.48,81.0,0.11
D1701,Driver_1701,Bangalore,12,2277.39,189.78,120.0,0.1
D3949,Driver_3949,Hyderabad,45,3502.77,77.84,360.0,0.13
D4855,Driver_4855,Bangalore,9,1613.64,179.29,75.0,0.12
D273,Driver_273,Delhi,36,1964.1,54.56,324.0,0.11
D1569,Driver_1569,Mumbai,16,1814.7,113.42,104.0,0.15
D3323,Driver_3323,Mumbai,50,3618.6,72.37,300.0,0.17
D776,Driver_776,Chennai,60,6009.9,100.17,540.0,0.11
D3766,Driver_3766,Bangalore,16,2712.65,169.54,128.0,0.13
D2432,Driver_2432,Bangalore,42,6739.77,160.47,364.0,0.12
D4127,Driver_4127,Mumbai,12,2050.2,170.85,88.0,0.14
D1855,Driver_1855,Mumbai,45,1788.84,39.75,405.0,0.11
D1283,Driver_1283,Delhi,50,4297.0,85.94,340.0,0.15
D4931,Driver_4931,Mumbai,18,986.16,54.79,81.0,0.22
D2794,Driver_2794,Bangalore,44,6448.4,146.55,286.0,0.15
D920,Driver_920,Chennai,11,1812.87,164.81,55.0,0.2
D4171,Driver_4171,Mumbai,20,1264.8,63.24,120.0,0.17
D303,Driver_303,Mumbai,16,1432.2,89.51,160.0,0.1
D2912,Driver_2912,Bangalore,6,782.4,130.4,24.0,0.25
D259,Driver_259,Hyderabad,36,2267.73,62.99,216.0,0.17
D4834,Driver_4834,Bangalore,10,1431.55,143.16,80.0,0.13
D4683,Driver_4683,Chennai,68,8871.44,130.46,527.0,0.13
D1524,Driver_1524,Delhi,27,1157.4,42.87,180.0,0.15
D4940,Driver_4940,Hyderabad,27,2371.86,87.85,189.0,0.14
D4937,Driver_4937,Hyderabad,30,2291.28,76.38,150.0,0.2
D3733,Driver_3733,Hyderabad,20,1920.12,96.01,150.0,0.13
D3501,Driver_3501,Delhi,30,1553.0,51.77,180.0,0.17
D2294,Driver_2294,Mumbai,48,2910.6,60.64,328.0,0.15
D1613,Driver_1613,Mumbai,24,2165.4,90.23,192.0,0.13
D1575,Driver_1575,Delhi,91,4213.3,46.3,741.0,0.12
D606,Driver_606,Hyderabad,15,1164.36,77.62,165.0,0.09
D2645,Driver_2645,Mumbai,28,2200.8,78.6,189.0,0.15
D2010,Driver_2010,Bangalore,22,2014.44,91.57,143.0,0.15
D1493,Driver_1493,Bangalore,45,5891.15,130.91,315.0,0.14
D2989,Driver_2989,Delhi,68,3750.76,55.16,459.0,0.15
D2304,Driver_2304,Bangalore,15,1851.92,123.46,,
D3236,Driver_3236,Mumbai,39,3640.05,93.33,273.0,0.14
D56,Driver_56,Chennai,30,3965.76,132.19,250.0,0.12
D4083,Driver_4083,Mumbai,32,1485.0,46.41,216.0,0.15
D2921,Driver_2921,Mumbai,18,1532.4,85.13,153.0,0.12
D2267,Driver_2267,Hyderabad,36,3877.2,107.7,264.0,0.14
D2166,Driver_2166,Delhi,9,315.0,35.0,54.0,0.17
D2372,Driver_2372,Bangalore,24,3248.37,135.35,216.0,0.11
D3575,Driver_3575,Chennai,10,910.4,91.04,,
D2030,Driver_2030,Mumbai,45,4644.75,103.22,315.0,0.14
D3820,Driver_3820,Mumbai,20,1068.0,53.4,164.0,0.12
D2792,Driver_2792,Mumbai,28,1760.4,62.87,203.0,0.14
D2173,Driver_2173,Bangalore,24,3927.88,163.66,198.0,0.12
D4381,Driver_4381,Bangalore,50,7402.25,148.05,410.0,0.12
D873,Driver_873,Mumbai,39,3612.6,92.63,312.0,0.13
D646,Driver_646,Delhi,36,2565.9,71.28,216.0,0.17
D3969,Driver_3969,Hyderabad,54,5246.04,97.15,423.0,0.13
D4395,Driver_4395,Mumbai,10,714.6,71.46,50.0,0.2
D309,Driver_309,Delhi,33,1716.6,52.02,253.0,0.13
D1241,Driver_1241,Bangalore,6,768.06,128.01,48.0,0.13
D3560,Driver_3560,Hyderabad,21,637.23,30.34,189.0,0.11
D819,Driver_819,Chennai,44,7674.96,174.43,363.0,0.12
D2311,Driver_2311,Bangalore,45,6689.65,148.66,414.0,0.11
D3646,Driver_3646,Hyderabad,10,755.45,75.55,110.0,0.09
D4865,Driver_4865,Bangalore,16,2096.28,131.02,144.0,0.11
D4875,Driver_4875,Bangalore,39,5000.28,128.21,351.0,0.11
D3004,Driver_3004,Mumbai,20,775.2,38.76,170.0,0.12
D1714,Driver_1714,Bangalore,9,1631.0,181.22,63.0,0.14
D3066,Driver_3066,Delhi,8,454.7,56.84,72.0,0.11
D1200,Driver_1200,Chennai,22,3379.24,153.6,187.0,0.12
D2129,Driver_2129,Hyderabad,7,695.86,99.41,63.0,0.11
D1332,Driver_1332,Delhi,16,1305.98,81.62,144.0,0.11
D374,Driver_374,Chennai,20,2841.04,142.05,170.0,0.12
D3716,Driver_3716,Hyderabad,12,1006.88,83.91,66.0,0.18
D2385,Driver_2385,Hyderabad,30,2790.92,93.03,210.0,0.14
D608,Driver_608,Delhi,36,2250.4,62.51,306.0,0.12
D4359,Driver_4359,Delhi,32,2088.0,65.25,208.0,0.15
D3844,Driver_3844,Delhi,7,317.1,45.3,77.0,0.09
D2961,Driver_2961,Delhi,9,265.8,29.53,45.0,0.2
D511,Driver_511,Bangalore,55,8676.25,157.75,407.0,0.14
D1193,Driver_1193,Mumbai,12,700.8,58.4,96.0,0.13
D681,Driver_681,Hyderabad,12,1096.2,91.35,90.0,0.13
D4864,Driver_4864,Delhi,78,2091.6,26.82,533.0,0.15
D861,Driver_861,Delhi,15,629.9,41.99,150.0,0.1
D205,Driver_205,Chennai,44,4957.48,112.67,341.0,0.13
D2490,Driver_2490,Delhi,10,752.5,75.25,90.0,0.11
D209,Driver_209,Hyderabad,9,733.26,81.47,45.0,0.2
D3226,Driver_3226,Mumbai,22,1612.2,73.28,165.0,0.13
D1410,Driver_1410,Hyderabad,48,2288.04,47.67,312.0,0.15
D1772,Driver_1772,Bangalore,14,2072.14,148.01,70.0,0.2
D469,Driver_469,Chennai,5,540.27,108.05,35.0,0.14
D1972,Driver_1972,Mumbai,4,112.68,28.17,40.0,0.1
D4016,Driver_4016,Chennai,16,1389.42,86.84,112.0,0.14
D3435,Driver_3435,Bangalore,50,6030.0,120.6,500.0,0.1
D2639,Driver_2639,Chennai,20,1932.16,96.61,180.0,0.11
D1727,Driver_1727,Mumbai,10,599.7,59.97,,
D3890,Driver_3890,Chennai,15,1787.04,119.14,120.0,0.13
D3540,Driver_3540,Delhi,36,1642.4,45.62,216.0,0.17
D2148,Driver_2148,Hyderabad,33,1896.42,57.47,264.0,0.13
D392,Driver_392,Hyderabad,65,4336.65,66.72,494.0,0.13
D1108,Driver_1108,Hyderabad,21,2297.25,109.39,147.0,0.14
D786,Driver_786,Chennai,50,5950.65,119.01,410.0,0.12
D3708,Driver_3708,Chennai,22,2104.44,95.66,154.0,0.14
D1393,Driver_1393,Bangalore,7,701.94,100.28,28.0,0.25
D1147,Driver_1147,Bangalore,28,3821.18,136.47,196.0,0.14
D3140,Driver_3140,Bangalore,11,1879.9,170.9,44.0,0.25
D4287,Driver_4287,Bangalore,16,2692.38,168.27,152.0,0.11
D822,Driver_822,Chennai,66,9662.4,146.4,374.0,0.18
D3151,Driver_3151,Chennai,24,3732.4,155.52,150.0,0.16
